transakcja_id,konto_id,kwota,data_transakcji,kategoria_wydatku,metoda_platnosci,miasto_transakcji,kraj_transakcji,status_transakcji
500276,10137,19.05,2025-12-11 11:50:10,Supermarkety,Karta,Zakopane,Polska,Zakonczona
500277,10427,62.85,2025-12-16 20:11:59,Zakupy Odzieżowe,BLIK,Bytom,Polska,Zakonczona
500278,10445,89.8,2025-11-14 10:18:59,Rachunki i Opłaty,Online,,,Zakonczona
500279,10623,152.56,2025-04-04 08:54:27,Paliwo i Transport,Karta,Mikołów,Polska,Zakonczona
500280,10077,72.36,2025-12-29 18:13:11,Przelew,Przelew Krajowy,,,Zakonczona
500281,10375,74.15,2025-08-25 06:09:07,Paliwo i Transport,Online,,,Zakonczona
500282,10025,26.81,2025-11-17 02:00:23,Elektronika,Online,,,Zakonczona
500283,10489,40.36,2025-12-10 13:34:45,Zdrowie i Apteki,BLIK,Sosnowiec,Polska,Zakonczona
500284,10206,368.67,2025-12-31 11:04:08,Elektronika,BLIK,Bytom,Polska,Zakonczona
500285,11266,36.48,2025-11-29 12:11:17,Zdrowie i Apteki,BLIK,Warszawa,Polska,Zakonczona
500286,10779,70.12,2025-07-22 19:45:33,Zdrowie i Apteki,BLIK,Katowice,Polska,Zakonczona
500287,10194,54.24,2025-05-16 07:48:59,Paliwo i Transport,Karta,Katowice,Polska,Zakonczona
500288,10866,79.59,2025-05-26 06:31:29,Paliwo i Transport,Karta,Tychy,Polska,Zakonczona
500289,11474,310.98,2025-09-28 13:45:19,Supermarkety,BLIK,Sosnowiec,Polska,Zakonczona
500290,10567,16.65,2025-11-30 19:47:22,Restauracje i Bary,BLIK,Sosnowiec,Polska,Zakonczona
500291,10605,89.17,2025-04-17 08:23:11,Paliwo i Transport,BLIK,Orzesze,Polska,Zakonczona
500292,11187,250.13,2025-09-25 14:35:08,Zakupy Odzieżowe,Karta,Orzesze,Polska,Zakonczona
500293,11097,43.58,2025-10-29 06:02:11,Paliwo i Transport,Karta,Orzesze,Polska,Zakonczona
500294,10683,57.33,2025-06-16 08:14:52,Supermarkety,Karta,Katowice,Polska,Zakonczona
500295,10370,22.14,2025-07-30 20:43:44,Supermarkety,Online,,,Zakonczona
500296,10811,46.43,2025-07-21 17:14:55,Przelew,Przelew Krajowy,,,Zakonczona
500297,11340,65.52,2025-05-11 20:10:08,Restauracje i Bary,BLIK,Zabrze,Polska,Zakonczona
500298,10113,197.56,2025-12-05 09:02:18,Paliwo i Transport,Karta,Sosnowiec,Polska,Zakonczona
500299,10190,,2025-03-02 07:22:05,Przelew,BLIK,,,
500300,11415,8.32,2025-10-07 09:32:02,Supermarkety,Karta,Chorzów,Polska,Zakonczona
500301,11409,14.84,2025-12-03 07:23:22,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
500302,10666,18.03,2025-01-14 07:06:46,Paliwo i Transport,Karta,Katowice,Polska,Zakonczona
500303,10444,77.3,2025-02-22 09:43:35,Paliwo i Transport,BLIK,Chorzów,Polska,Zakonczona
500304,10146,30.02,2025-09-05 10:30:46,Supermarkety,Karta,Tychy,Polska,Zakonczona
500305,10261,,2025-03-10 07:17:39,Przelew,Karta,,,
500306,10197,,2025-09-11 19:24:21,Rachunki i Opłaty,Online,,,
500307,10098,624.99,2025-09-13 11:18:27,Elektronika,BLIK,Bytom,Polska,Zakonczona
500308,11385,10.53,2025-02-24 16:23:58,Zdrowie i Apteki,Online,,,Odrzucona
500309,10012,4481.35,2025-09-19 09:12:02,Paliwo i Transport,BLIK,Warszawa,Polska,Zakonczona
500310,10393,75.64,2025-01-26 09:17:55,Paliwo i Transport,BLIK,Sosnowiec,Polska,Zakonczona
500311,10758,116.28,2025-10-23 09:53:39,Paliwo i Transport,Online,,,Zakonczona
500312,11191,10.67,2025-12-19 14:52:11,Supermarkety,Online,,,Zakonczona
500313,10317,25.66,2025-07-16 23:39:12,Supermarkety,Karta,Tychy  ,Polska,Zakonczona
500314,10525,50.01,2025-11-03 17:34:16,Zdrowie i Apteki,BLIK,Tychy  ,Polska,Zakonczona
500315,11052,72.78,2025-06-05 06:57:20,Supermarkety,Online,,,Zakonczona
500316,11255,62.11,2025-10-02 04:48:44,Elektronika,Karta,Zabrze,Polska,Zakonczona
500317,10405,28.81,2025-12-19 13:00:29,Supermarkety,Karta,Chorzów,Polska,Zakonczona
500318,11173,59.51,2025-12-08 03:10:59,Rozrywka i Streaming,Online,,,Zakonczona
500319,10536,79.68,2025-08-11 15:17:48,Edukacja,Karta,Katowice,Polska,Zakonczona
500320,10494,39.54,2025-02-13 09:54:52,Paliwo i Transport,Karta,Mikołów,Polska,Zakonczona
500321,11398,133.82,2025-05-28 23:46:18,Przelew,Przelew Krajowy,,,Zakonczona
500322,11453,73.39,2025-01-28 14:24:10,Edukacja,Karta,Zabrze,Polska,Zakonczona
500323,10781,118.68,2025-08-28 07:35:07,Paliwo i Transport,Karta,Bytom,Polska,Zakonczona
500324,11015,333.94,2025-01-11 08:50:31,Supermarkety,BLIK, Katowice,Polska,Zakonczona
500325,11303,273.6,2025-02-09 14:49:29,Rozrywka i Streaming,Karta,Chorzów,Polska,Zakonczona
500326,10798,36.76,2025-12-24 10:17:45,Elektronika,BLIK,Kraków,Polska,Zakonczona
500327,10338,201.78,2025-11-24 14:09:42,Edukacja,BLIK,Tychy,Polska,Zakonczona
500328,10201,20.53,2025-09-05 11:08:29,Zdrowie i Apteki,Online,,,Zakonczona
500329,10310,,2025-02-13 07:52:15,Przelew,BLIK,,,
500330,10625,76.87,2025-06-26 19:28:53,Przelew,Przelew Krajowy,,,Odrzucona
500331,11003,1855.46,2025-01-30 14:08:18,Zdrowie i Apteki,Karta,Bytom,Polska,Zakonczona
500332,10857,13.87,2025-08-12 07:06:58,Paliwo i Transport,Karta,Mikołów,Polska,Zakonczona
500333,11457,193.47,2025-06-23 09:59:37,Paliwo i Transport,Karta,Wrocław,Polska,Zakonczona
500334,11348,64.55,2025-10-10 19:19:14,Restauracje i Bary,BLIK,Tychy,Polska,Odrzucona
500335,10244,131.58,2025-01-29 18:33:13,Edukacja,BLIK,Tychy,Polska,Zakonczona
500336,10014,27.16,2025-06-17 10:40:35,Zakupy Odzieżowe,Online,,,Zakonczona
500337,10324,7.25,2025-12-15 13:59:09,Zdrowie i Apteki,BLIK,Sosnowiec,Polska,Zakonczona
500338,10660,57.81,2025-12-02 11:49:41,Supermarkety,BLIK,Mikołów,Polska,Zakonczona
500339,10149,29.92,2025-08-19 10:01:53,Elektronika,Online,,,Zakonczona
500340,11022,76.32,2025-07-18 15:28:01,Restauracje i Bary,BLIK,Warszawa,Polska,Zakonczona
500341,11223,32.34,2025-08-05 10:17:40,Elektronika,Karta,Rybnik,Polska,Zakonczona
500342,10054,29.46,2025-08-12 06:30:22,Paliwo i Transport,BLIK,Mikołów,Polska,Zakonczona
500343,10452,9.78,2025-10-10 22:01:49,Supermarkety,Online,,,Zakonczona
500344,11019,8.24,2025-08-20 06:30:25,Supermarkety,BLIK,Katowice,Polska,Zakonczona
500345,11129,18.79,2025-03-01 08:08:00,Paliwo i Transport,BLIK,Rybnik,Polska,Zakonczona
500346,11191,28.56,2025-12-26 13:40:58,Rozrywka i Streaming,BLIK,Rybnik,Polska,Zakonczona
500347,11445,100.89,2025-08-30 13:59:48,Restauracje i Bary,BLIK,Zabrze,Polska,Zakonczona
500348,11076,64.01,2025-05-08 14:22:32,Elektronika,Online,,,Zakonczona
500349,11411,,2025-01-30 08:24:38,Przelew,Karta,,,
500350,10013,306.81,2025-05-11 07:51:27,Paliwo i Transport,Karta,Tychy,Polska,Zakonczona
500351,11380,71.44,2025-09-25 09:41:57,Paliwo i Transport,Karta,Gdańsk,Polska,Zakonczona
500352,10342,153.74,2025-01-15 12:06:41,Edukacja,Karta,Gliwice,Polska,Zakonczona
500353,11372,44.66,2025-01-06 14:25:08,Supermarkety,Online,,,Zakonczona
500354,10040,24.34,2025-12-22 22:07:36,Edukacja,Karta,Rybnik,Polska,Zakonczona
500355,10743,204.89,2025-08-18 07:17:10,Supermarkety,BLIK,Orzesze,Polska,Zakonczona
500356,11082,86.48,2025-12-18 07:30:10,Paliwo i Transport,BLIK,Bytom,Polska,Zakonczona
500357,10419,107.26,2025-09-07 06:06:56,Supermarkety,BLIK,Gliwice,Polska,Zakonczona
500358,11487,64.84,2025-12-21 14:58:44,Rozrywka i Streaming,BLIK,Sosnowiec,Polska,Zakonczona
500359,10908,60.16,2025-07-10 19:46:04,Przelew,Przelew Krajowy,,,Zakonczona
500360,10963,2968.47,2025-04-06 23:12:06,Zakupy Odzieżowe,BLIK,Bytom,Polska,Zakonczona
500361,10289,91.46,2025-04-19 17:02:01,Rozrywka i Streaming,BLIK,Gdańsk,Polska,Zakonczona
500362,10361,31.11,2025-06-14 22:49:47,Rozrywka i Streaming,Karta,Katowice,Polska,Zakonczona
500363,10140,488.16,2025-03-01 21:10:32,Restauracje i Bary,Karta,Rybnik,Polska,Zakonczona
500364,10027,205.89,2025-06-09 06:29:45,Supermarkety,Karta,Tychy,Polska,Zakonczona
500365,10743,68.68,2025-11-22 11:24:28,Przelew,Przelew Krajowy,,,Zakonczona
500366,11308,6.99,2025-04-11 10:10:57,Zdrowie i Apteki,Online,,,Zakonczona
500367,10010,,2025-07-07 06:51:24,Przelew,Karta,,,
500368,11186,20.37,2025-05-11 11:54:58,Elektronika,Karta,Tychy,Polska,Zakonczona
500369,10615,30.76,2025-09-24 10:16:27,Zdrowie i Apteki,Karta,Gliwice,Polska,Zakonczona
500370,10424,70.04,2025-04-29 07:49:44,Supermarkety,BLIK,Zabrze,Polska,Zakonczona
500371,10497,57.06,2025-02-23 14:04:10,Supermarkety,Karta,KATOWICE  ,Polska,Zakonczona
500372,10461,31.41,2025-09-12 18:45:41,Supermarkety,Karta,Bytom,Polska,Zakonczona
500373,10236,124.7,2025-01-12 16:26:14,Restauracje i Bary,Online,,,Zakonczona
500374,10530,13.53,2025-11-23 14:42:42,Restauracje i Bary,Karta,Gliwice,Polska,Zakonczona
500375,10740,8.21,2025-12-15 11:34:44,Edukacja,BLIK,Bytom,Polska,Zakonczona
500376,10657,75.46,2025-07-23 07:10:00,Supermarkety,BLIK,Sosnowiec,Polska,Zakonczona
500377,10194,,2025-07-14 08:25:18,Przelew,Karta,,,
500378,10404,55.51,2025-06-05 08:29:23,Paliwo i Transport,BLIK,Orzesze,Polska,Zakonczona
500379,11497,56.54,2025-07-07 09:50:56,Paliwo i Transport,Online,,,Zakonczona
500380,11141,12.48,2025-10-20 14:58:45,Elektronika,Karta,Tychy,Polska,Zakonczona
500381,11179,68.62,2025-06-14 21:50:48,Supermarkety,Karta,Zabrze,Polska,Zakonczona
500382,10011,59.6,2025-02-04 11:36:42,Edukacja,BLIK,Mikołów,Polska,Zakonczona
500383,11171,433.24,2025-06-25 10:35:49,Edukacja,Karta,Katowice,Polska,Zakonczona
500384,10944,338.02,2025-12-20 16:56:13,Rozrywka i Streaming,Karta,gliwice,Polska,Zakonczona
500385,10120,5.47,2025-11-25 07:24:55,Paliwo i Transport,BLIK,Mikołów,Polska,Zakonczona
500386,10751,10.78,2025-02-14 18:40:04,Rozrywka i Streaming,BLIK,Zabrze,Polska,Zakonczona
500387,11466,,2025-03-16 08:51:12,Przelew,BLIK,,,
500388,11259,45.63,2025-09-23 14:24:34,Elektronika,Online,,,Zakonczona
500389,11219,37.72,2025-12-27 10:39:16,Zakupy Odzieżowe,Karta,katowice,Polska,Zakonczona
500390,11259,204.58,2025-04-20 14:03:59,Restauracje i Bary,Karta,Rybnik,Polska,Zakonczona
500391,10260,54.67,2025-11-16 12:50:21,Zakupy Odzieżowe,Online,,,Odrzucona
500392,10642,,2025-07-16 08:09:15,Przelew,BLIK,,,
500393,10588,100.0,2025-11-09 06:03:57,Paliwo i Transport,Karta,Orzesze,Polska,Zakonczona
500394,10664,21.46,2025-11-17 19:59:22,Elektronika,Karta,Sosnowiec,Polska,Zakonczona
500395,10583,64.53,2025-01-15 15:34:49,Zakupy Odzieżowe,BLIK,Katowice,Polska,Zakonczona
500396,11425,130.51,2025-11-28 10:22:05,Zdrowie i Apteki,Karta,Zabrze,Polska,Zakonczona
500397,11256,38.41,2025-02-11 11:52:07,Edukacja,BLIK,Chorzów,Polska,Zakonczona
500398,10300,56.94,2025-12-13 08:00:39,Supermarkety,BLIK,Orzesze,Polska,Zakonczona
500399,11281,43.25,2025-02-28 09:21:11,Paliwo i Transport,BLIK,Tychy  ,Polska,Zakonczona
500400,10459,87.19,2025-01-27 23:20:24,Elektronika,BLIK,Sosnowiec,Polska,Zakonczona
500401,10442,63.29,2025-03-12 22:53:51,Zakupy Odzieżowe,Karta,Sosnowiec,Polska,Zakonczona
500402,11475,27.35,2025-08-20 13:56:56,Zakupy Odzieżowe,Online,,,Zakonczona
500403,10147,33.38,2025-07-30 10:24:45,Zdrowie i Apteki,BLIK,Sosnowiec,Polska,Zakonczona
500404,11261,73.05,2025-03-21 12:38:26,Rachunki i Opłaty,Online,,,Zakonczona
500405,10327,77.38,2025-11-30 08:51:48,Paliwo i Transport,BLIK,Rybnik,Polska,Zakonczona
500406,10766,59.35,2025-07-24 11:27:38,Rachunki i Opłaty,Online,,,Zakonczona
500407,10077,,2025-03-19 14:20:54,Przelew,Przelew Krajowy,,,
500408,10521,39.05,2025-01-21 21:57:46,Zdrowie i Apteki,Online,,,Zakonczona
500409,11308,28.89,2025-07-31 16:06:23,Edukacja,BLIK,Warszawa,Polska,Zakonczona
500410,10826,2794.01,2025-06-14 10:00:57,Przelew,Przelew Krajowy,,,Zakonczona
500411,11001,10.48,2025-04-21 02:14:21,Przelew,Przelew Krajowy,,,Zakonczona
500412,10387,,2025-10-23 10:20:34,Przelew,BLIK,,,
500413,10964,11015.1,2025-07-16 13:24:16,Supermarkety,Karta,Paryż,Francja,Zakonczona
500414,11224,109.77,2025-12-05 23:54:17,Edukacja,BLIK,Zabrze,Polska,Zakonczona
500415,10024,21.36,2025-06-18 08:45:53,Paliwo i Transport,Karta,Mikołów,Polska,Zakonczona
500416,10008,25.81,2025-06-18 09:49:52,Paliwo i Transport,BLIK,Tychy,Polska,Zakonczona
500417,10649,1548.02,2025-07-29 07:23:14,Paliwo i Transport,BLIK,Orzesze,Polska,Zakonczona
500418,10261,56.62,2025-05-03 20:47:23,Restauracje i Bary,BLIK,Warszawa,Polska,Zakonczona
500419,11082,19.74,2025-05-24 18:55:19,Restauracje i Bary,BLIK,Bytom,Polska,Zakonczona
500420,11395,25.14,2025-05-21 12:11:37,Edukacja,Karta,Gliwice,Polska,Zakonczona
500421,11400,78.02,2025-09-28 10:21:52,Edukacja,Karta,Sosnowiec,Polska,Zakonczona
500422,10779,399.07,2025-08-25 07:41:49,Paliwo i Transport,Karta,Katowice,Polska,Zakonczona
500423,10101,68.06,2025-06-02 08:18:55,Supermarkety,BLIK,Bytom,Polska,Zakonczona
500424,10362,47.42,2025-04-26 18:30:28,Restauracje i Bary,Karta,Bytom,Polska,Zakonczona
500425,11393,365.16,2025-03-07 11:28:53,Zdrowie i Apteki,BLIK,Zabrze,Polska,Zakonczona
500426,10984,43.83,2025-04-10 09:19:59,Paliwo i Transport,Karta,Wrocław,Polska,Zakonczona
500427,10697,311.15,2025-05-28 16:56:06,Zakupy Odzieżowe,BLIK, Gliwice,Polska,Zakonczona
500428,10223,75.86,2025-12-25 15:18:48,Przelew,Przelew Krajowy,,,Zakonczona
500429,10453,25.27,2025-03-02 07:43:41,Supermarkety,BLIK,Chorzów,Polska,Zakonczona
500430,11457,52.2,2025-12-10 14:35:24,Przelew,Przelew Krajowy,,,Odrzucona
500431,10354,50.84,2025-08-30 09:13:30,Supermarkety,BLIK,Bytom,Polska,Zakonczona
500432,10265,63.27,2025-05-28 12:25:35,Elektronika,BLIK,Tychy,Polska,Zakonczona
500433,10418,,2025-12-13 20:59:54,Przelew,BLIK,,,
500434,10941,797.94,2025-10-07 23:34:49,Elektronika,BLIK,Zabrze,Polska,Zakonczona
500435,10109,15.02,2025-01-22 01:02:25,Elektronika,Online,,,Zakonczona
500436,11313,3391.52,2025-04-11 15:24:40,Supermarkety,BLIK,Orzesze,Polska,Zakonczona
500437,11344,250.81,2025-01-02 06:59:08,Paliwo i Transport,BLIK,Zakopane,Polska,Zakonczona
500438,11077,72.04,2025-01-14 16:29:38,Elektronika,Karta,Sosnowiec ,Polska,Zakonczona
500439,10987,,2025-03-19 14:56:35,Przelew,BLIK,,,
500440,10212,149.36,2025-05-15 22:32:36,Zakupy Odzieżowe,Karta,Gliwice,Polska,Zakonczona
500441,10885,,2025-08-07 10:43:51,Przelew,Karta,,,
500442,10761,21.44,2025-11-02 16:31:48,Supermarkety,Karta,Tychy,Polska,Zakonczona
500443,11366,42.46,2025-08-25 19:31:01,Edukacja,Karta,Chorzów,Polska,Zakonczona
500444,10179,22.04,2025-11-07 18:49:00,Restauracje i Bary,Karta,Sosnowiec,Polska,Zakonczona
500445,10682,207.77,2025-01-20 12:12:55,Zakupy Odzieżowe,BLIK, Katowice,Polska,Zakonczona
500446,10997,4494.39,2025-09-26 08:52:14,Paliwo i Transport,BLIK,Mikołów,Polska,Zakonczona
500447,11388,58.31,2025-02-07 14:19:53,Restauracje i Bary,BLIK, Katowice,Polska,Zakonczona
500448,10181,52.62,2025-03-26 08:13:29,Paliwo i Transport,Karta,Tychy,Polska,Zakonczona
500449,11066,30.05,2025-04-28 16:59:10,Edukacja,Online,,,Zakonczona
500450,10924,276.13,2025-08-13 10:25:38,Zdrowie i Apteki,BLIK,Chorzów,Polska,Zakonczona
500451,11428,3091.32,2025-06-24 14:13:21,Edukacja,BLIK,Orzesze,Polska,Zakonczona
500452,10265,29.78,2025-11-15 23:17:35,Przelew,Przelew Krajowy,,,Zakonczona
500453,11194,48.5,2025-05-10 09:16:51,Paliwo i Transport,Karta,Rybnik,Polska,Zakonczona
500454,10730,59.82,2025-08-19 00:49:41,Rozrywka i Streaming,Karta,Bytom,Polska,Zakonczona
500455,10394,67.73,2025-05-08 22:34:05,Przelew,Przelew Krajowy,,,Zakonczona
500456,11015,65.44,2025-04-22 23:35:08,Rachunki i Opłaty,Online,,,Zakonczona
500457,11044,45.36,2025-06-23 22:50:06,Edukacja,BLIK,Chorzów,Polska,Zakonczona
500458,11262,1037.8,2025-04-14 22:37:48,Supermarkety,Karta,Sosnowiec,Polska,Zakonczona
500459,10578,21.9,2025-10-22 06:48:41,Paliwo i Transport,Karta,Orzesze,Polska,Zakonczona
500460,10156,7.29,2025-12-31 17:31:29,Przelew,Przelew Krajowy,,,Zakonczona
500461,11286,20.96,2025-12-16 13:18:39,Edukacja,Karta,Poznań,Polska,Zakonczona
500462,10131,4556.25,2025-06-27 07:18:35,Paliwo i Transport,Karta,Sosnowiec,Polska,Zakonczona
500463,10103,26.97,2025-02-27 20:29:52,Zakupy Odzieżowe,BLIK,Tychy,Polska,Zakonczona
500464,10142,94.34,2025-04-13 08:30:14,Paliwo i Transport,Karta,Mikołów,Polska,Zakonczona
500465,11311,260.2,2025-02-12 14:14:13,Zdrowie i Apteki,BLIK,Chorzów,Polska,Zakonczona
500466,11435,63.27,2025-02-13 07:05:31,Supermarkety,Karta,Sosnowiec,Polska,Zakonczona
500467,10578,42.13,2025-11-15 15:35:11,Restauracje i Bary,Karta,Orzesze,Polska,Zakonczona
500468,10759,24.21,2025-05-21 15:10:01,Zakupy Odzieżowe,Online,,,Odrzucona
500469,11328,19.13,2025-12-14 15:49:22,Restauracje i Bary,Karta,Rybnik,Polska,Zakonczona
500470,11187,16.07,2025-09-26 09:42:20,Supermarkety,Karta,Orzesze,Polska,Zakonczona
500471,11188,52.98,2025-06-05 23:52:07,Elektronika,BLIK,Katowice,Polska,Zakonczona
500472,10380,95.11,2025-06-20 15:48:00,Supermarkety,Karta,Zakopane,Polska,Zakonczona
500473,10581,69.83,2025-09-17 06:54:30,Paliwo i Transport,BLIK, Gliwice,Polska,Zakonczona
500474,11402,30.48,2025-07-02 16:00:54,Zdrowie i Apteki,Karta,KATOWICE  ,Polska,Zakonczona
500475,11172,30.13,2025-06-18 11:08:12,Elektronika,BLIK,Katowice,Polska,Zakonczona
500476,11077,529.51,2025-08-21 18:12:59,Zakupy Odzieżowe,BLIK,Tychy,Polska,Zakonczona
500477,10634,2017.63,2025-01-05 16:53:07,Supermarkety,BLIK,Bytom,Polska,Zakonczona
500478,11258,6.41,2025-10-11 01:26:37,Rozrywka i Streaming,Online,,,Zakonczona
500479,10777,1405.84,2025-06-17 13:37:15,Elektronika,BLIK, Gliwice,Polska,Zakonczona
500480,11123,51.43,2025-10-12 09:19:59,Paliwo i Transport,Karta,Tychy,Polska,Zakonczona
500481,11124,11.44,2025-03-15 11:12:09,Edukacja,Karta,Katowice,Polska,Zakonczona
500482,11328,78.0,2025-10-21 15:16:11,Supermarkety,BLIK,Rybnik,Polska,Zakonczona
500483,10443,56.56,2025-08-02 22:49:23,Supermarkety,Karta,Sosnowiec,Polska,Odrzucona
500484,11376,90.77,2025-01-26 23:58:54,Zakupy Odzieżowe,BLIK,Zakopane,Polska,Zakonczona
500485,10582,23.34,2025-06-10 18:30:25,Elektronika,Online,,,Odrzucona
500486,10942,71.0,2025-11-28 19:51:06,Restauracje i Bary,Karta,Sosnowiec ,Polska,Zakonczona
500487,10715,34.68,2025-12-29 11:56:34,Zakupy Odzieżowe,BLIK,KATOWICE  ,Polska,Zakonczona
500488,10938,135.98,2025-11-08 06:38:23,Supermarkety,Karta,Bytom,Polska,Zakonczona
500489,11251,3560.58,2025-06-24 19:50:18,Edukacja,Karta,Katowice,Polska,Zakonczona
500490,10638,52.87,2025-08-21 14:19:36,Zdrowie i Apteki,Karta,Bytom,Polska,Zakonczona
500491,10806,69.11,2025-08-25 14:18:06,Zakupy Odzieżowe,Karta,KATOWICE  ,Polska,Zakonczona
500492,11117,,2025-07-24 07:51:22,Przelew,Karta,,,
500493,10222,,2025-01-05 16:16:41,Restauracje i Bary,Online,,,
500494,10118,,2025-08-15 14:55:56,Przelew,BLIK,,,
500495,10010,20.88,2025-12-10 06:11:39,Paliwo i Transport,BLIK,Wrocław,Polska,Zakonczona
500496,10293,68.19,2025-02-20 03:36:41,Elektronika,Online,,,Zakonczona
500497,11030,42.09,2025-01-22 07:59:25,Paliwo i Transport,Online,,,Zakonczona
500498,11236,67.65,2025-02-16 07:38:40,Paliwo i Transport,BLIK,Sosnowiec,Polska,Zakonczona
500499,10137,18.81,2025-10-15 09:11:06,Supermarkety,Online,,,Zakonczona
500500,11323,622.81,2025-08-17 16:11:02,Restauracje i Bary,Karta,Chorzów,Polska,Zakonczona
500501,11427,14.24,2025-09-01 08:17:21,Supermarkety,Karta,Rybnik,Polska,Zakonczona
500502,10580,77.88,2025-06-29 17:28:03,Restauracje i Bary,Karta,Gliwice,Polska,Zakonczona
500503,10113,,2025-12-21 08:42:34,Przelew,Karta,,,
500504,10911,611.94,2025-05-17 12:27:56,Edukacja,BLIK,Bytom,Polska,Zakonczona
500505,10506,3860.66,2025-01-23 21:08:12,Przelew,Przelew Krajowy,,,Zakonczona
500506,10350,22.95,2025-12-24 19:44:24,Supermarkety,Karta,Chorzów,Polska,Zakonczona
500507,11183,279.71,2025-12-19 09:34:43,Paliwo i Transport,BLIK,Warszawa,Polska,Zakonczona
500508,10013,63.84,2025-10-26 13:25:55,Restauracje i Bary,BLIK,Tychy,Polska,Zakonczona
500509,10266,58.3,2025-08-07 15:15:48,Supermarkety,BLIK,Gliwice,Polska,Zakonczona
500510,11230,14.91,2025-04-05 06:41:36,Paliwo i Transport,BLIK,Gliwice,Polska,Zakonczona
500511,11331,66.77,2025-10-31 11:33:51,Zdrowie i Apteki,BLIK,Tychy,Polska,Zakonczona
500512,10246,97.8,2025-05-24 12:45:08,Przelew,Przelew Krajowy,,,Zakonczona
500513,11032,31.41,2025-02-23 08:10:18,Paliwo i Transport,Karta,Tychy,Polska,Odrzucona
500514,10535,61.67,2025-03-06 11:35:55,Zdrowie i Apteki,BLIK,Zabrze,Polska,Zakonczona
500515,10942,74.24,2025-12-20 14:54:52,Restauracje i Bary,Online,,,Zakonczona
500516,10385,53.37,2025-01-16 14:43:19,Zakupy Odzieżowe,Karta,Mikołów,Polska,Zakonczona
500517,10148,10397.21,2025-12-13 22:11:21,Supermarkety,Karta,Nowy Jork,USA,Zakonczona
500518,11356,53.23,2025-09-10 09:43:56,Supermarkety,Online,,,Zakonczona
500519,10057,49.93,2025-10-10 16:16:20,Restauracje i Bary,BLIK,Gliwice,Polska,Zakonczona
500520,10163,30.83,2025-01-28 13:05:00,Supermarkety,BLIK,Tychy,Polska,Zakonczona
500521,10753,22.2,2025-12-18 19:05:35,Supermarkety,Karta,Bytom,Polska,Zakonczona
500522,10839,64.32,2025-05-21 16:58:59,Zakupy Odzieżowe,Karta,Gliwice,Polska,Zakonczona
500523,10032,1313.63,2025-11-03 08:19:02,Paliwo i Transport,BLIK,Mikołów,Polska,Zakonczona
500524,11491,45.28,2025-06-26 08:39:15,Paliwo i Transport,Karta,Rybnik,Polska,Zakonczona
500525,11351,97.59,2025-03-24 15:25:52,Supermarkety,Karta,Sosnowiec,Polska,Zakonczona
500526,10457,66.19,2025-10-24 22:43:14,Rozrywka i Streaming,BLIK,Sosnowiec,Polska,Zakonczona
500527,10632,77.14,2025-08-15 15:34:36,Rozrywka i Streaming,Karta,Orzesze,Polska,Zakonczona
500528,10741,20.42,2025-11-05 08:17:22,Supermarkety,BLIK,Rybnik,Polska,Zakonczona
500529,10486,18.56,2025-09-22 12:41:58,Edukacja,Karta,Orzesze,Polska,Zakonczona
500530,10933,,2025-04-02 06:43:24,Przelew,BLIK,,,
500531,10065,27.68,2025-02-06 16:35:42,Przelew,Przelew Krajowy,,,Zakonczona
500532,11033,140.04,2025-01-26 18:08:50,Restauracje i Bary,BLIK,Katowice,Polska,Zakonczona
500533,10373,67.07,2025-08-16 11:23:11,Elektronika,Karta,Sosnowiec ,Polska,Zakonczona
500534,10324,56.48,2025-11-19 09:32:07,Paliwo i Transport,Online,,,Zakonczona
500535,11270,461.58,2025-11-12 16:03:23,Przelew,Przelew Krajowy,,,Zakonczona
500536,11321,78.64,2025-01-11 13:50:48,Supermarkety,BLIK,katowice,Polska,Zakonczona
500537,11248,51.33,2025-03-10 07:02:01,Paliwo i Transport,Karta,Sosnowiec,Polska,Zakonczona
500538,10270,41.02,2025-03-27 05:50:40,Elektronika,Online,,,Zakonczona
500539,11106,25.2,2025-12-30 08:44:33,Paliwo i Transport,Karta,Chorzów,Polska,Zakonczona
500540,10176,,2025-09-06 07:03:50,Przelew,Karta,,,
500541,10946,72.4,2025-06-06 19:31:40,Restauracje i Bary,BLIK,Bytom,Polska,Zakonczona
500542,11411,258.15,2025-10-12 18:51:03,Supermarkety,BLIK,Zakopane,Polska,Zakonczona
500543,11176,7377.99,2025-05-19 09:02:50,Paliwo i Transport,Karta,Rzym,Włochy,Zakonczona
500544,10681,8.84,2025-10-24 11:16:27,Zakupy Odzieżowe,Karta,Sosnowiec,Polska,Zakonczona
500545,10206,15.89,2025-01-27 18:23:58,Elektronika,Karta,Bytom,Polska,Zakonczona
500546,11427,322.11,2025-08-24 15:41:02,Supermarkety,Karta,Rybnik,Polska,Zakonczona
500547,11453,14.9,2025-01-28 18:49:59,Zdrowie i Apteki,Karta,Zabrze,Polska,Zakonczona
500548,10208,72.09,2025-05-31 19:01:20,Restauracje i Bary,BLIK,Zabrze,Polska,Zakonczona
